Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.4010          -0.7768      -5.1528       4.3760   418.0
1.4020          -0.8194      -5.1348       4.3154   412.2
1.4030          -0.8469      -5.1177       4.2708   407.9
1.4040          -0.8437      -5.1031       4.2594   406.8
1.4050          -0.8439      -5.0899       4.2459   405.5
1.4060          -0.8276      -5.0783       4.2506   406.0
1.4070          -0.8775      -5.0680       4.1904   400.2
1.4080          -0.9164      -5.0594       4.1430   395.7
1.4090          -0.9221      -5.0530       4.1309   394.5
1.4100          -0.8979      -5.0485       4.1507   396.4
1.4110          -0.8721      -5.0451       4.1731   398.6
1.4120          -0.8499      -5.0431       4.1932   400.5
1.4130          -0.9005      -5.0428       4.1423   395.6
1.4140          -0.9148      -5.0448       4.1300   394.5
1.4150          -0.9215      -5.0482       4.1267   394.1
1.4160          -0.9295      -5.0530       4.1235   393.8
1.4170          -0.9102      -5.0597       4.1494   396.3
1.4180          -0.8974      -5.0673       4.1699   398.3
1.4190          -0.8968      -5.0752       4.1784   399.1
1.4200          -0.9352      -5.0839       4.1487   396.2
1.4210          -0.9379      -5.0938       4.1559   396.9
1.4220          -0.9256      -5.1049       4.1793   399.2
1.4230          -0.9636      -5.1173       4.1537   396.7
1.4240          -0.9686      -5.1303       4.1617   397.5
1.4250          -0.9832      -5.1439       4.1607   397.4
1.4260          -0.9874      -5.1577       4.1703   398.3
1.4270          -0.9958      -5.1717       4.1758   398.8
1.4280          -0.9860      -5.1864       4.2005   401.2
1.4290          -1.0142      -5.2022       4.1881   400.0
1.4300          -1.0196      -5.2188       4.1992   401.1
1.4310          -1.0178      -5.2356       4.2178   402.8
1.4320          -1.0230      -5.2533       4.2303   404.0
1.4330          -1.0346      -5.2713       4.2367   404.7
1.4340          -1.0537      -5.2904       4.2366   404.6
1.4350          -1.0591      -5.3105       4.2514   406.1
1.4360          -1.0529      -5.3320       4.2791   408.7
1.4370          -1.0772      -5.3552       4.2780   408.6
1.4380          -1.0779      -5.3804       4.3026   410.9
1.4390          -1.0658      -5.4072       4.3414   414.6
1.4400          -1.0611      -5.4347       4.3736   417.7
1.4410          -1.0745      -5.4634       4.3889   419.2
1.4420          -1.0735      -5.4936       4.4200   422.2
1.4430          -1.0584      -5.5249       4.4665   426.6
1.4440          -1.0841      -5.5581       4.4740   427.3
1.4450          -1.1050      -5.5926       4.4875   428.6
1.4460          -1.1093      -5.6282       4.5189   431.6
1.4470          -1.0995      -5.6644       4.5649   436.0
1.4480          -1.1090      -5.7015       4.5926   438.6
1.4490          -1.1143      -5.7394       4.6251   441.7
1.4500          -1.1434      -5.7783       4.6349   442.7
1.4510          -1.1892      -5.8174       4.6282   442.0
1.4520          -1.1936      -5.8559       4.6622   445.3
1.4530          -1.1891      -5.8944       4.7054   449.4
1.4540          -1.1901      -5.9329       4.7428   453.0
1.4550          -1.1808      -5.9717       4.7909   457.6
1.4560          -1.1694      -6.0105       4.8412   462.4
1.4570          -1.1740      -6.0487       4.8747   465.6
1.4580          -1.1804      -6.0859       4.9055   468.5
1.4590          -1.1920      -6.1219       4.9299   470.9
1.4600          -1.1948      -6.1570       4.9622   473.9
1.4610          -1.2023      -6.1915       4.9892   476.5
1.4620          -1.2042      -6.2246       5.0204   479.5
1.4630          -1.2176      -6.2558       5.0382   481.2
1.4640          -1.2446      -6.2854       5.0407   481.4
1.4650          -1.2582      -6.3133       5.0551   482.8
1.4660          -1.2496      -6.3395       5.0899   486.1
1.4670          -1.2929      -6.3641       5.0712   484.4
1.4680          -1.3068      -6.3872       5.0804   485.2
1.4690          -1.2851      -6.4086       5.1235   489.4
1.4700          -1.2947      -6.4279       5.1332   490.3
1.4710          -1.3155      -6.4448       5.1294   489.9
1.4720          -1.3405      -6.4594       5.1189   488.9
1.4730          -1.3384      -6.4716       5.1332   490.3
1.4740          -1.3555      -6.4815       5.1260   489.6
1.4750          -1.3672      -6.4892       5.1221   489.2
1.4760          -1.3395      -6.4950       5.1555   492.4
1.4770          -1.3784      -6.4988       5.1204   489.1
1.4780          -1.3621      -6.5006       5.1385   490.8
1.4790          -1.3475      -6.5001       5.1525   492.1
1.4800          -1.3452      -6.4974       5.1521   492.1
1.4810          -1.3454      -6.4925       5.1471   491.6
1.4820          -1.3632      -6.4859       5.1227   489.3
1.4830          -1.3765      -6.4780       5.1015   487.2
1.4840          -1.3642      -6.4692       5.1051   487.6
1.4850          -1.4017      -6.4590       5.0573   483.0
1.4860          -1.4334      -6.4479       5.0145   478.9
1.4870          -1.4651      -6.4361       4.9709   474.8
1.4880          -1.4941      -6.4240       4.9299   470.9
1.4890          -1.5136      -6.4112       4.8976   467.8
1.4900          -1.4626      -6.3983       4.9358   471.4
1.4910          -1.4674      -6.3854       4.9179   469.7
1.4920          -1.4760      -6.3724       4.8965   467.7
1.4930          -1.4422      -6.3598       4.9177   469.7
1.4940          -1.4280      -6.3472       4.9192   469.8
1.4950          -1.4490      -6.3344       4.8854   466.6
1.4960          -1.4545      -6.3209       4.8664   464.8
1.4970          -1.4794      -6.3071       4.8277   461.1
1.4980          -1.5033      -6.2926       4.7893   457.4
1.4990          -1.4875      -6.2766       4.7891   457.4
1.5000          -1.5180      -6.2592       4.7413   452.8
1.5010          -1.5145      -6.2409       4.7264   451.4
1.5020          -1.5065      -6.2217       4.7151   450.3
1.5030          -1.4840      -6.2014       4.7174   450.6
1.5040          -1.5132      -6.1800       4.6668   445.7
1.5050          -1.5200      -6.1572       4.6373   442.9
1.5060          -1.5084      -6.1330       4.6246   441.7
1.5070          -1.5266      -6.1071       4.5805   437.5
1.5080          -1.5113      -6.0794       4.5681   436.3
1.5090          -1.5593      -6.0502       4.4910   428.9
1.5100          -1.5558      -6.0199       4.4641   426.4
1.5110          -1.5442      -5.9886       4.4444   424.5
1.5120          -1.5596      -5.9562       4.3966   419.9
1.5130          -1.5408      -5.9231       4.3822   418.5
1.5140          -1.5250      -5.8884       4.3634   416.8
1.5150          -1.5769      -5.8529       4.2760   408.4
1.5160          -1.5908      -5.8177       4.2270   403.7
1.5170          -1.5902      -5.7825       4.1922   400.4
1.5180          -1.6152      -5.7473       4.1320   394.7
1.5190          -1.6341      -5.7139       4.0798   389.7
1.5200          -1.6547      -5.6822       4.0275   384.7
1.5210          -1.6589      -5.6517       3.9928   381.4
1.5220          -1.6817      -5.6235       3.9418   376.5
1.5230          -1.6809      -5.5975       3.9166   374.1
1.5240          -1.6575      -5.5741       3.9166   374.1
1.5250          -1.6777      -5.5530       3.8753   370.1
1.5260          -1.7237      -5.5356       3.8119   364.1
1.5270          -1.7093      -5.5220       3.8126   364.1
1.5280          -1.7044      -5.5119       3.8075   363.7
1.5290          -1.6954      -5.5062       3.8108   364.0
1.5300          -1.6985      -5.5040       3.8054   363.5
1.5310          -1.7093      -5.5056       3.7963   362.6
1.5320          -1.7110      -5.5112       3.8003   363.0
1.5330          -1.7135      -5.5202       3.8067   363.6
1.5340          -1.7305      -5.5323       3.8018   363.1
1.5350          -1.7015      -5.5480       3.8465   367.4
1.5360          -1.6831      -5.5662       3.8832   370.9
1.5370          -1.6545      -5.5872       3.9327   375.6
1.5380          -1.6832      -5.6092       3.9260   375.0
1.5390          -1.6734      -5.6327       3.9592   378.1
1.5400          -1.6731      -5.6573       3.9842   380.5
1.5410          -1.6552      -5.6821       4.0269   384.6
1.5420          -1.6898      -5.7071       4.0173   383.7
1.5430          -1.6933      -5.7324       4.0391   385.8
1.5440          -1.7144      -5.7578       4.0434   386.2
1.5450          -1.6832      -5.7829       4.0997   391.6
1.5460          -1.7174      -5.8073       4.0899   390.6
1.5470          -1.7311      -5.8309       4.0998   391.6
1.5480          -1.7638      -5.8533       4.0895   390.6
1.5490          -1.7369      -5.8745       4.1376   395.2
1.5500          -1.6983      -5.8945       4.1961   400.8
1.5510          -1.6998      -5.9133       4.2135   402.4
1.5520          -1.6942      -5.9304       4.2362   404.6
1.5530          -1.6897      -5.9461       4.2564   406.5
1.5540          -1.6722      -5.9601       4.2879   409.5
1.5550          -1.6606      -5.9723       4.3117   411.8
1.5560          -1.6615      -5.9825       4.3210   412.7
1.5570          -1.6637      -5.9913       4.3277   413.3
1.5580          -1.6736      -5.9989       4.3252   413.1
1.5590          -1.6567      -6.0045       4.3478   415.3
1.5600          -1.6218      -6.0084       4.3865   419.0
1.5610          -1.6173      -6.0107       4.3933   419.6
1.5620          -1.5735      -6.0115       4.4379   423.9
1.5630          -1.5821      -6.0110       4.4289   423.0
1.5640          -1.6238      -6.0089       4.3851   418.8
1.5650          -1.6450      -6.0056       4.3606   416.5
1.5660          -1.6471      -6.0011       4.3539   415.8
1.5670          -1.6587      -5.9954       4.3367   414.2
1.5680          -1.6812      -5.9886       4.3075   411.4
1.5690          -1.6990      -5.9811       4.2821   409.0
1.5700          -1.6982      -5.9728       4.2746   408.3
1.5710          -1.6948      -5.9641       4.2693   407.8
1.5720          -1.7016      -5.9545       4.2529   406.2
1.5730          -1.7001      -5.9449       4.2448   405.4
1.5740          -1.6744      -5.9355       4.2610   407.0
1.5750          -1.6729      -5.9260       4.2531   406.2
1.5760          -1.6763      -5.9167       4.2404   405.0
1.5770          -1.6323      -5.9076       4.2753   408.3
1.5780          -1.6699      -5.8989       4.2290   403.9
1.5790          -1.6829      -5.8908       4.2079   401.9
1.5800          -1.7016      -5.8831       4.1815   399.4
1.5810          -1.7044      -5.8761       4.1717   398.4
1.5820          -1.7345      -5.8698       4.1353   395.0
1.5830          -1.7342      -5.8646       4.1304   394.5
1.5840          -1.7261      -5.8604       4.1343   394.9
1.5850          -1.7235      -5.8575       4.1340   394.8
1.5860          -1.7239      -5.8560       4.1321   394.7
1.5870          -1.7399      -5.8562       4.1163   393.1
1.5880          -1.6938      -5.8578       4.1640   397.7
1.5890          -1.6703      -5.8607       4.1903   400.2
1.5900          -1.6983      -5.8650       4.1667   398.0
1.5910          -1.7164      -5.8715       4.1550   396.9
1.5920          -1.7262      -5.8795       4.1534   396.7
1.5930          -1.7256      -5.8892       4.1636   397.7
1.5940          -1.7086      -5.8997       4.1911   400.3
1.5950          -1.7025      -5.9108       4.2083   401.9
1.5960          -1.7231      -5.9227       4.1997   401.1
1.5970          -1.7300      -5.9354       4.2054   401.7
1.5980          -1.7298      -5.9482       4.2184   402.9
1.5990          -1.7346      -5.9608       4.2263   403.7
1.6000          -1.7357      -5.9741       4.2385   404.8
1.6010          -1.7186      -5.9869       4.2683   407.7
1.6020          -1.7467      -5.9992       4.2525   406.2
1.6030          -1.7791      -6.0107       4.2316   404.2
1.6040          -1.7667      -6.0219       4.2553   406.4
1.6050          -1.7534      -6.0315       4.2781   408.6
1.6060          -1.7456      -6.0401       4.2945   410.2
1.6070          -1.7727      -6.0475       4.2748   408.3
1.6080          -1.7915      -6.0540       4.2625   407.1
1.6090          -1.7905      -6.0585       4.2681   407.6
1.6100          -1.7555      -6.0617       4.3062   411.3
1.6110          -1.7414      -6.0633       4.3220   412.8
1.6120          -1.7514      -6.0635       4.3122   411.9
1.6130          -1.7456      -6.0619       4.3162   412.2
1.6140          -1.8028      -6.0579       4.2551   406.4
1.6150          -1.8125      -6.0523       4.2398   404.9
1.6160          -1.8132      -6.0447       4.2315   404.2
1.6170          -1.8168      -6.0348       4.2180   402.9
1.6180          -1.7970      -6.0226       4.2255   403.6
1.6190          -1.8210      -6.0081       4.1871   399.9
1.6200          -1.8212      -5.9915       4.1703   398.3
1.6210          -1.8391      -5.9724       4.1333   394.8
